"","ID","StartDate","Progress","Duration (in seconds)","Consent","AQ01","AQ02","AQ03","AQ04","AQ05","AQ06","AQ07","AQ08","AQ09","AQ10","AQ11","AQ12","AQ13","AQ14","AQ15","AQ16","AQ17","AQ18","AQ19","AQ20","AQ21","AQ22","AQ23","AQ24","AQ25","AQ26","AQ27","AQ28","RPrac","RPrac_H","RPrac_T_First Click","RPrac_T_Last Click","RPrac_T_Page Submit","RPrac_T_Click Count","R01","R01_H","R01_T_First Click","R01_T_Last Click","R01_T_Page Submit","R01_T_Click Count","R02","R02_H","R02_T_First Click","R02_T_Last Click","R02_T_Page Submit","R02_T_Click Count","R03","R03_H","R03_T_First Click","R03_T_Last Click","R03_T_Page Submit","R03_T_Click Count","R04","R04_H","R04_T_First Click","R04_T_Last Click","R04_T_Page Submit","R04_T_Click Count","R05","R05_H","R05_T_First Click","R05_T_Last Click","R05_T_Page Submit","R05_T_Click Count","R06","R06_H","R06_T_First Click","R06_T_Last Click","R06_T_Page Submit","R06_T_Click Count","R07","R07_H","R07_T_First Click","R07_T_Last Click","R07_T_Page Submit","R07_T_Click Count","R08","R08_H","R08_T_First Click","R08_T_Last Click","R08_T_Page Submit","R08_T_Click Count","R09","R09_H","R09_T_First Click","R09_T_Last Click","R09_T_Page Submit","R09_T_Click Count","R10","R10_H","R10_T_First Click","R10_T_Last Click","R10_T_Page Submit","R10_T_Click Count","R11","R11_H","R11_T_First Click","R11_T_Last Click","R11_T_Page Submit","R11_T_Click Count","R12","R12_T_First Click","R12_T_Last Click","R12_T_Page Submit","R12_T_Click Count","R12_H","R13","R13_T_First Click","R13_T_Last Click","R13_T_Page Submit","R13_T_Click Count","R13_H","R14","R14_H","R14_T_First Click","R14_T_Last Click","R14_T_Page Submit","R14_T_Click Count","R15","R15_T_First Click","R15_T_Last Click","R15_T_Page Submit","R15_T_Click Count","R15_H","R16","R16_H","R16_T_First Click","R16_T_Last Click","R16_T_Page Submit","R16_T_Click Count","R17","R17_H","R17_T_First Click","R17_T_Last Click","R17_T_Page Submit","R17_T_Click Count","R18","R18_H","R18_T_First Click","R18_T_Last Click","R18_T_Page Submit","R18_T_Click Count","R19","R19_H","R19_T_First Click","R19_T_Last Click","R19_T_Page Submit","R19_T_Click Count","R20","R20_H","R20_T_First Click","R20_T_Last Click","R20_T_Page Submit","R20_T_Click Count","R21","R21_H","R21_T_First Click","R21_T_Last Click","R21_T_Page Submit","R21_T_Click Count","R22","R22_H","R22_T_First Click","R22_T_Last Click","R22_T_Page Submit","R22_T_Click Count","R23","R23_H","R23_T_First Click","R23_T_Last Click","R23_T_Page Submit","R23_T_Click Count","R24","R24_H","R24_T_First Click","R24_T_Last Click","R24_T_Page Submit","R24_T_Click Count","R25","R25_H","R25_T_First Click","R25_T_Last Click","R25_T_Page Submit","R25_T_Click Count","R26","R26_H","R26_T_First Click","R26_T_Last Click","R26_T_Page Submit","R26_T_Click Count","R27","R27_H","R27_T_First Click","R27_T_Last Click","R27_T_Page Submit","R27_T_Click Count","R28","R28_H","R28_T_First Click","R28_T_Last Click","R28_T_Page Submit","R28_T_Click Count","R29","R29_T_First Click","R29_T_Last Click","R29_T_Page Submit","R29_T_Click Count","R29_H","R30","R30_H","R30_T_First Click","R30_T_Last Click","R30_T_Page Submit","R30_T_Click Count","R31","R31_H","R31_T_First Click","R31_T_Last Click","R31_T_Page Submit","R31_T_Click Count","R32","R32_T_First Click","R32_T_Last Click","R32_T_Page Submit","R32_T_Click Count","R32_H","R33","R33_H","R33_T_First Click","R33_T_Last Click","R33_T_Page Submit","R33_T_Click Count","R34","R34_H","R34_T_First Click","R34_T_Last Click","R34_T_Page Submit","R34_T_Click Count","R35","R35_H","R35_T_First Click","R35_T_Last Click","R35_T_Page Submit","R35_T_Click Count","R36","R36_H","R36_T_First Click","R36_T_Last Click","R36_T_Page Submit","R36_T_Click Count","R_Comfort_1","TAS01","TAS02","TAS03","TAS04","TAS05","TAS06","TAS07","TAS08","TAS09","TAS10","TAS11","TAS12","TAS13","TAS14","TAS15","TAS16","TAS17","TAS18","TAS19","TAS20","Attention_1","TOM_story_timer_First Click","TOM_story_timer_Last Click","TOM_story_timer_Page Submit","TOM_story_timer_Click Count","TOM_revise","TOM_story2_timer_First Click","TOM_story2_timer_Last Click","TOM_story2_timer_Page Submit","TOM_story2_timer_Click Count","TOM01","TOM02","TOM03","TOM04","TOM05","TOM06","TOM07","TOM08","TOM09","TOM10","TOM11","TOM12","TOM13","TOM14","TOM15","TOM16","TOM_question_timer_First Click","TOM_question_timer_Last Click","TOM_question_timer_Page Submit","TOM_question_timer_Click Count","Dem_ethnicity","Dem_ethnicity_9_TEXT","Dem_age","Dem_gender","Dem_gender_4_TEXT","Dem_education","Dem_god_4","Debrief_random","Debrief_device","Debrief_device_5_TEXT","age","gender","ethnicity"
"11",11,2020-08-21 13:32:51,100,961,1,3,3,1,3,2,1,2,2,1,3,2,1,2,3,3,2,2,2,2,2,3,2,3,2,3,3,3,1,3,NA,7.301,7.301,12.279,1,3,NA,3.205,6.877,8.115,3,4,NA,4.007,4.007,4.64,1,1,NA,15.041,16.337,17.017,2,1,NA,3.53,3.53,4.819,1,1,NA,4.254,4.254,5.029,1,1,NA,4.797,4.797,5.461,1,1,NA,11.488,11.488,12.301,1,1,NA,4.692,4.692,5.988,1,1,NA,4.701,4.701,5.461,1,2,NA,5.154,6.801,8.254,2,1,NA,7.665,7.665,8.464,1,1,7.293,8.298,9.971,2,NA,1,8.717,8.717,9.7,1,NA,1,NA,11.526,11.526,12.324,1,4,5.166,5.166,5.939,1,NA,1,NA,4.437,7.065,7.655,2,1,NA,5.485,5.485,6.391,1,1,NA,4.011,4.011,4.823,1,4,NA,7.866,7.866,9.153,1,1,NA,7.585,7.585,8.271,1,1,NA,6.739,6.739,9.265,1,1,NA,4.722,4.722,5.438,1,2,NA,17.758,17.758,18.757,1,4,NA,5.726,5.726,6.857,1,1,NA,5.574,5.574,6.241,1,4,NA,6.481,6.481,7.561,1,1,NA,8.817,8.817,9.557,1,1,NA,6.786,6.786,9.288,1,1,7.384,7.384,8.181,1,NA,1,NA,4.95,4.95,6.171,1,1,NA,8.095,9.093,10.745,2,4,4.062,4.062,5.109,1,NA,1,NA,4.112,4.623,6.347,2,1,NA,7.527,8.332,8.365,2,2,NA,9.948,9.948,11.04,1,1,NA,4.682,4.682,5.46,1,5,2,2,2,4,4,2,2,2,1,4,1,2,2,2,2,4,4,4,4,2,0,2.254,3.029,3.74,2,NA,0,0,13.846,0,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,7.572,60.433,61.133,39,2,NA,36,1,NA,6,62,2,4,NA,36,2,1
"12",12,2020-08-21 13:34:12,100,1150,1,4,2,2,2,1,2,3,1,4,1,2,2,1,3,1,1,3,1,3,2,2,2,4,4,3,1,3,1,3,NA,1.168,5.278,6.3,3,1,NA,4.743,6.349,7.049,3,2,NA,2.405,4.13,4.832,3,2,NA,3.113,8.693,9.4,3,1,NA,2.7,6.908,7.54,3,1,NA,3.186,3.734,4.532,2,1,NA,1.909,4.881,5.752,3,3,NA,5.643,10.492,11.175,3,1,NA,1.986,7.871,8.501,3,1,NA,10.936,12.085,12.801,3,2,NA,10.626,14.399,15.365,4,1,NA,2.314,12.804,13.526,3,2,6.783,11.514,12.382,3,NA,1,2.09,13.863,14.643,3,NA,1,NA,1.425,9.898,10.569,3,1,1.378,5.283,6.039,3,NA,3,NA,1.669,6.133,6.934,3,3,NA,3.561,9.903,10.577,3,1,NA,1.661,5.515,6.264,3,4,NA,1.516,6.765,7.3,3,1,NA,9.6,10.294,11.051,2,1,NA,1.518,5.141,5.837,3,1,NA,5.454,11.134,11.826,3,4,NA,2.558,7.341,7.931,3,1,NA,2.521,5.097,5.6,3,1,NA,1.507,5.395,6.051,3,1,NA,1.538,7.956,8.599,3,1,NA,26.204,32.846,33.62,3,1,NA,4.651,6.392,7.147,3,1,1.801,5.587,6.566,3,NA,1,NA,2.234,13.273,14.089,3,1,NA,1.57,6.054,6.666,3,1,2.285,6.371,6.979,3,NA,4,NA,16.266,22.047,22.994,3,3,NA,1.232,10.716,11.398,3,1,NA,5.557,9.575,10.425,3,1,NA,2.365,5.999,9.053,3,6,2,2,3,3,5,2,2,3,2,3,1,1,3,2,4,3,4,4,4,4,0,4.564,54.13,76.137,5,NA,9.313,9.313,10.289,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,13.6,127.152,127.912,37,2,NA,56,1,NA,6,100,2,3,NA,56,2,1
"13",13,2020-08-21 14:11:35,100,531,1,1,3,2,4,3,2,2,1,1,2,3,2,3,3,3,2,2,2,3,1,3,3,4,3,2,3,4,2,3,NA,4.409,5.526,6.175,2,1,NA,1.933,1.933,2.67,1,1,NA,3.674,3.674,4.436,1,1,NA,2.888,2.888,3.595,1,1,NA,4.287,4.287,5.158,1,1,NA,2.669,2.669,3.234,1,1,NA,3.947,3.947,4.465,1,1,NA,4.118,4.118,4.942,1,1,NA,3.555,3.555,4.379,1,3,NA,4.42,4.42,5.078,1,1,NA,3.291,3.291,4.062,1,1,NA,3.644,3.644,4.305,1,1,5.077,5.831,5.864,2,NA,1,4.55,4.55,5.496,1,NA,1,NA,4.181,4.181,4.984,1,4,3.413,3.413,3.974,1,NA,4,NA,2.668,2.668,4.535,1,2,NA,4.401,4.401,4.999,1,2,NA,5,5,5.658,1,1,NA,3.183,3.183,3.831,1,1,NA,2.104,2.104,2.635,1,1,NA,1.986,1.986,2.831,1,4,NA,4.629,4.629,5.269,1,1,NA,3.047,3.047,4.115,1,1,NA,4.524,4.524,5.217,1,1,NA,4.937,4.937,5.726,1,1,NA,2.215,2.215,3.269,1,1,NA,6.55,6.55,7.128,1,1,NA,1.925,1.925,2.509,1,1,3.137,3.137,3.813,1,NA,1,NA,1.922,1.922,2.668,1,1,NA,2.673,2.673,3.329,1,4,5.6,5.6,6.454,1,NA,1,NA,1.923,1.923,2.547,1,1,NA,1.888,3.097,3.868,2,2,NA,3.758,3.758,4.457,1,4,NA,5.256,5.256,5.951,1,7,3,3,2,2,3,3,4,4,4,3,2,4,1,2,3,4,2,2,4,2,0,3.29,40.039,49,10,NA,0,0,5.595,0,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,7.033,105.051,105.833,60,4,NA,25,1,NA,5,100,2,4,NA,19,2,15
"14",14,2020-08-24 05:27:28,100,723,1,2,1,1,3,2,1,3,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,3,1,10.232,19.982,20.785,4,1,NA,4.212,4.212,5.25,1,1,NA,3.143,7.255,8.149,2,1,NA,2.303,3.775,4.749,2,1,NA,11.911,11.911,12.836,1,4,1,21.764,31.356,32.053,4,1,NA,4.555,4.555,5.534,1,1,1,6.17,17.1,18.094,6,1,1,3.195,7.027,8.012,3,1,NA,4.827,4.827,5.614,1,1,NA,1.681,1.681,2.497,1,3,NA,9.4,9.4,10.58,1,1,2.599,2.599,3.919,1,NA,1,9.386,9.386,10.647,1,NA,1,NA,5.215,5.215,6.027,1,1,4.87,4.87,5.977,1,NA,1,NA,3.479,3.479,4.393,1,1,NA,4.735,4.735,5.665,1,1,NA,2.836,2.836,3.8,1,1,1,6.848,12.808,13.731,4,2,NA,3.533,3.533,4.493,1,1,NA,5.755,5.755,6.845,1,1,1,3.632,10.544,11.321,4,3,1,5.013,11.525,12.311,4,1,1,4.713,11.457,12.434,4,1,1,1.921,11.961,12.858,4,1,1,9.314,17.37,18.105,4,1,NA,2.656,2.656,3.631,1,1,1,3.719,11.351,12.179,4,1,6.642,29.898,30.793,4,1,1,NA,2.755,2.755,3.589,1,1,NA,2.853,2.853,4.013,1,1,4.241,4.241,5.236,1,NA,1,NA,4.584,4.584,5.405,1,1,1,5.956,15.076,15.91,4,3,1,4.012,16.252,17.084,6,1,NA,2.137,2.137,3.04,1,10,5,5,3,3,5,5,5,5,5,3,5,3,5,5,3,5,3,3,5,3,0,0,0,30.834,0,NA,0,0,7.458,0,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,4.027,51.275,52.135,24,3,NA,46,1,NA,4,100,1,1,NA,46,2,2
"15",15,2020-08-24 05:29:31,100,654,1,2,2,2,2,3,2,3,2,2,3,3,2,3,3,3,2,3,3,2,3,2,2,3,2,2,3,2,3,3,NA,6.428,6.428,8.596,1,1,NA,3.463,3.463,4.229,1,4,NA,2.22,2.22,2.953,1,1,NA,2.99,2.99,4.121,1,4,NA,2.179,2.179,2.912,1,1,NA,4.853,4.853,5.501,1,2,NA,5.046,5.046,5.682,1,1,NA,2.868,2.868,3.583,1,1,NA,3.344,3.344,4.026,1,1,NA,3.904,3.904,4.67,1,1,NA,3.701,3.701,4.513,1,1,NA,2.096,2.096,2.881,1,1,3.85,3.85,4.552,1,NA,2,4.807,4.807,5.559,1,NA,2,NA,3.63,3.63,4.349,1,4,2.788,2.788,3.543,1,NA,1,NA,3.082,3.082,3.799,1,1,NA,2.188,2.188,2.957,1,2,NA,3.081,3.081,3.733,1,1,NA,5.921,5.921,6.588,1,1,NA,4.693,4.693,5.373,1,2,NA,5.125,5.125,5.775,1,1,NA,2.455,2.455,3.125,1,3,NA,2.411,2.411,3.081,1,4,NA,6.477,6.477,7.16,1,1,NA,3.799,3.799,4.498,1,3,NA,9.226,9.226,9.908,1,1,NA,3.444,3.444,4.144,1,2,NA,3.822,3.822,4.435,1,3,4.62,7.337,8.501,2,NA,1,NA,1.683,1.683,2.464,1,1,NA,2.291,2.291,3.009,1,1,2.878,2.878,3.61,1,NA,1,NA,5.366,5.366,6.634,1,2,NA,3.515,3.515,4.217,1,4,NA,3.512,3.512,4.149,1,1,NA,3.288,3.288,4.002,1,6,2,4,1,4,2,3,3,4,3,4,4,1,2,1,3,3,4,4,4,4,0,2.329,39.588,52.51,2,NA,0,0,6.342,0,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,5.999,109.413,110.101,33,2,NA,50,2,NA,5,43,2,4,NA,50,1,1
"16",16,2020-08-24 05:27:55,100,767,1,3,3,1,2,4,1,4,1,1,2,2,2,3,3,4,3,1,1,1,1,1,3,3,2,3,3,1,1,3,NA,4.433,5.915,6.663,2,1,NA,5.535,5.535,6.235,1,1,NA,4.737,4.737,5.386,1,4,NA,13.915,13.915,14.952,1,1,NA,6.823,6.823,7.594,1,1,NA,5.547,5.547,6.349,1,3,NA,8.747,8.747,9.485,1,1,NA,7.872,7.872,8.633,1,1,NA,7.564,7.564,8.313,1,1,NA,4.064,4.064,4.732,1,1,NA,5.716,5.716,6.763,1,1,NA,6.888,6.888,7.873,1,2,10.691,10.691,11.572,1,NA,1,4.01,4.01,4.757,1,NA,1,NA,6.158,6.158,6.802,1,4,5.766,5.766,6.668,1,NA,2,NA,4.872,4.872,5.619,1,1,NA,8.39,8.39,9.188,1,1,NA,5.3,5.3,6.169,1,4,NA,4.883,4.883,5.883,1,1,NA,3.527,3.527,4.597,1,3,NA,10.88,10.88,11.781,1,1,NA,6.891,6.891,7.748,1,1,NA,9.619,9.619,10.437,1,1,NA,6.085,6.085,7.025,1,1,NA,6.188,6.188,6.854,1,1,NA,6.912,6.912,7.878,1,1,NA,4.936,4.936,5.733,1,1,NA,8.428,8.428,9.039,1,1,8.34,8.34,9.122,1,NA,1,NA,2.336,2.336,2.983,1,1,NA,4.185,4.185,4.851,1,1,5.87,5.87,6.654,1,NA,1,NA,3.592,3.592,4.382,1,3,NA,5.105,5.105,5.955,1,4,NA,7.14,7.14,7.879,1,1,NA,4.502,5.322,7.531,2,7,1,1,1,5,1,1,1,3,1,4,1,1,1,1,3,5,1,5,5,1,0,7.15,40.032,62.22,3,NA,9.494,9.494,11.385,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,6.905,118.999,119.031,25,2,NA,70,1,NA,5,52,2,4,NA,70,2,1
"17",17,2020-08-24 05:27:32,100,816,1,4,1,2,2,1,1,3,4,3,1,2,3,2,2,2,1,3,3,4,3,2,1,2,2,2,2,3,2,3,NA,4.66,8.79,10.42,2,1,NA,2.72,2.72,4.578,1,4,NA,3.821,3.821,5.729,1,1,NA,4.868,5.507,6.838,2,1,NA,3.446,4.28,5.421,2,1,NA,3.547,3.547,6.872,1,3,NA,6.932,6.932,8.213,1,1,NA,4.354,4.354,5.646,1,1,NA,8.363,8.363,9.283,1,1,NA,3.171,3.171,5.099,1,1,NA,6.234,6.234,7.282,1,1,NA,7.734,7.734,8.943,1,1,2.798,2.798,4.151,1,NA,1,5.448,5.448,6.655,1,NA,1,NA,5.842,5.842,7.046,1,1,4.874,4.874,6.388,1,NA,1,NA,4.81,4.81,6.832,1,1,NA,4.79,4.79,5.883,1,1,NA,3.556,3.556,6.8,1,3,NA,7.308,7.308,8.319,1,1,NA,3.153,3.153,4.194,1,2,NA,6.841,9.142,10.414,2,1,NA,5.141,5.141,6.076,1,4,NA,5.933,5.933,6.874,1,1,NA,4.997,4.997,6.139,1,1,NA,3.861,5.008,6.155,2,1,NA,3.73,3.73,4.783,1,1,NA,6.521,6.521,7.517,1,2,NA,7.213,7.213,8.195,1,1,3.416,3.416,4.872,1,NA,1,NA,2.479,2.479,4.719,1,4,NA,6.938,6.938,8.985,1,1,3.146,3.146,4.335,1,NA,1,NA,4.56,4.56,7.41,1,1,NA,5.63,5.63,6.693,1,1,NA,5.172,5.172,6.763,1,1,NA,4.514,4.514,5.655,1,9,2,2,1,2,4,1,1,5,1,4,3,1,1,1,5,5,5,5,3,5,0,2.033,56.709,73.493,6,8,7.673,14.778,16.266,4,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2.389,115.8,116.821,31,2,NA,65,1,NA,3,100,1,4,NA,65,2,1
"18",18,2020-08-24 05:27:46,100,890,1,3,4,1,2,1,1,2,1,2,2,3,3,1,4,3,1,1,1,1,1,1,4,4,2,4,4,2,2,3,NA,4.185,5.345,6.077,2,1,NA,3.704,4.227,5.262,2,1,NA,9.492,10.085,11.126,2,3,NA,9.829,10.285,12.224,2,4,NA,9.922,10.554,11.568,2,1,NA,2.489,2.977,4.089,2,4,NA,6.576,7.169,8.159,2,1,NA,3.813,4.438,5.447,2,1,NA,16.101,16.827,17.867,2,2,NA,4.781,5.262,6.287,2,1,NA,4.828,5.267,6.385,2,1,NA,3.896,4.624,5.626,2,1,3.054,3.761,4.824,2,NA,1,4.58,5.699,5.742,3,NA,2,NA,5.864,6.53,7.113,2,4,3.398,3.809,4.774,2,NA,1,NA,4.493,5.105,6.071,2,1,NA,13.19,17.458,17.491,5,3,NA,12.132,12.678,15.234,2,1,NA,18.938,18.938,19.613,1,3,NA,9.097,10.666,11.54,3,1,NA,7.113,7.791,8.824,2,4,NA,1.514,6.429,7.155,2,4,NA,7.117,8.156,8.647,3,1,NA,5.368,8.352,9.26,3,1,NA,6.311,7.826,7.864,3,1,NA,7.462,7.912,8.944,2,1,NA,4.86,5.352,6.339,2,1,NA,6.742,7.372,8.424,2,2,6.245,9.532,9.575,4,NA,1,NA,5.8,6.365,7.25,2,1,NA,8.696,9.197,11.079,2,1,6.326,8.573,8.599,4,NA,1,NA,6.867,7.489,8.534,2,3,NA,6.069,7.077,8.13,2,1,NA,5.136,5.687,6.696,2,1,NA,10.29,11.377,12.375,2,3,1,2,1,4,5,1,1,1,1,5,1,1,1,1,3,2,1,5,4,3,0,3.643,46.436,47.612,3,8,9.682,11.738,44.601,3,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,11.145,138.94,139.571,38,2,NA,61,1,NA,5,0,2,3,NA,61,2,1
"19",19,2020-08-24 05:28:42,100,915,1,3,2,1,3,2,1,1,2,4,1,1,4,3,4,2,1,4,2,3,2,3,1,4,3,3,1,2,2,3,NA,0,0,3.093,0,1,NA,4.819,4.819,5.712,1,1,NA,4.514,4.514,5.281,1,1,NA,5.422,6.19,9.173,2,1,NA,3.48,3.48,4.586,1,1,NA,3.801,3.801,5.436,1,1,NA,4.831,4.831,5.571,1,1,NA,2.722,2.722,3.877,1,1,NA,4.087,4.087,5.135,1,1,NA,3.883,3.883,4.617,1,3,NA,7.172,8.139,8.94,2,1,NA,4.135,4.135,4.935,1,1,4.665,4.665,5.423,1,NA,1,6.835,6.835,7.967,1,NA,1,NA,6.108,6.108,6.927,1,1,3.431,4.149,4.847,2,NA,1,NA,3.125,3.125,3.859,1,2,NA,3.418,3.418,4.233,1,2,NA,4.739,4.739,5.49,1,1,NA,5.128,5.128,5.829,1,2,NA,6.104,6.104,6.902,1,1,NA,3.773,3.773,4.55,1,1,NA,6.629,7.915,8.71,2,3,NA,3.996,3.996,4.862,1,3,NA,4.701,4.701,5.619,1,3,NA,4.481,4.481,5.182,1,2,NA,5.533,5.533,6.298,1,1,NA,6.775,6.775,7.608,1,1,NA,5.342,5.342,6.44,1,3,4.673,4.673,5.5,1,NA,1,NA,2.361,2.361,3.194,1,4,NA,5.796,7.828,8.297,3,1,4.898,4.898,5.731,1,NA,1,NA,3.112,3.112,3.999,1,1,NA,5.739,5.739,6.722,1,3,NA,3.702,3.702,4.548,1,1,NA,3.232,3.232,4.22,1,8,4,5,4,2,4,2,4,2,4,3,4,4,4,2,4,1,5,4,2,5,0,2.464,25.335,32.066,8,NA,0,0,4.769,0,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,6.787,96.61,97.436,36,2,NA,40,1,NA,2,98,2,4,NA,40,2,1
"20",20,2020-08-24 05:28:22,100,953,1,2,3,3,3,2,2,2,2,3,3,2,3,3,2,2,3,3,3,3,2,2,3,2,3,2,2,3,3,3,NA,9.259,10.355,15.941,2,4,NA,2.871,6.853,8.693,3,4,NA,2.093,3.277,10.431,2,2,NA,11.293,12.546,16.976,2,4,NA,1.266,2.509,7.464,2,1,NA,4.686,5.978,10.855,2,1,NA,1.772,3.219,8.429,2,3,NA,2.22,3.461,7.885,2,1,1,3.801,7.937,18.061,3,3,NA,0.853,1.854,6.392,2,3,NA,2.887,4.208,8.771,2,4,NA,1.891,2.932,8.1,2,2,10.371,12.037,17.064,2,NA,1,1.156,2.118,6.572,2,NA,2,NA,2.891,3.959,9.183,2,1,1.455,2.401,7.179,2,NA,3,NA,1.968,3.327,7.686,2,1,NA,0.201,3.322,8.969,3,3,NA,2.384,3.396,7.878,2,2,NA,5.109,5.109,6.978,1,4,NA,1.835,2.896,7.365,2,3,NA,0.967,7.354,9.724,4,4,NA,2.679,4.203,8.177,2,1,NA,1.571,2.721,7.501,2,2,NA,1.457,2.429,6.485,2,2,NA,4.784,6.388,11.733,2,4,NA,0.354,2.877,7.661,3,1,NA,2.772,8.111,9.833,3,1,NA,3.388,4.825,8.79,2,1,2.47,4.131,9.17,2,NA,1,NA,3.873,5.032,10.191,2,1,NA,1.861,5.897,7.713,3,4,3.726,6.169,10.738,3,NA,2,NA,1.724,2.713,7.42,2,1,NA,2.375,3.706,8.589,2,4,NA,2.573,4.174,9.583,2,4,NA,1.837,2.84,7.559,2,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1.68,1.68,7.112,1,NA,0,0,4.353,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.407,100.415,104.916,33,2,NA,65,2,NA,5,0,1,2,NA,65,1,1
"21",21,2020-08-24 05:28:50,100,1050,1,2,2,2,3,2,2,2,3,3,2,2,3,2,4,2,2,3,3,3,3,3,4,3,4,2,1,4,2,1,NA,7.538,10.318,11.593,2,3,NA,8.3,9.204,9.9,2,1,NA,3.683,7.187,7.865,4,4,NA,1.622,7.483,8.545,2,3,NA,6.885,7.778,8.509,2,2,NA,6.395,7.234,7.801,2,3,NA,9.048,9.929,10.624,2,3,NA,14.462,15.427,16.071,2,1,NA,6.07,6.874,7.532,2,1,NA,8.165,9.027,9.685,2,3,NA,10.894,11.938,12.62,2,1,NA,1.741,9.87,10.814,2,1,6.457,7.307,8.991,2,NA,1,6.518,18.196,19.149,2,NA,1,NA,13.289,14.219,14.872,2,1,7.707,8.736,9.837,2,NA,1,NA,7.567,8.38,8.97,2,1,NA,7.506,8.426,9.077,2,1,NA,3.592,4.546,5.345,2,1,NA,6.802,7.541,8.208,2,1,NA,9.394,10.248,10.97,2,1,NA,1.642,7.337,8.709,3,4,NA,8.414,9.897,11.451,2,4,NA,4.273,5.179,5.801,2,4,NA,9.179,10.022,10.691,2,1,NA,5.947,6.816,7.487,2,4,NA,11.796,12.698,13.379,2,1,NA,6.134,7.003,7.789,2,4,NA,9.861,10.782,11.555,2,1,2.284,4.624,5.576,2,NA,1,NA,6.427,7.376,8.112,2,1,NA,8.18,9.338,10.943,2,1,6.877,7.772,8.438,2,NA,1,NA,4.909,5.838,6.557,2,1,NA,6.574,7.438,8.111,2,4,NA,5.059,6.766,8.964,2,1,NA,4.539,5.794,6.494,2,8,2,2,1,3,5,1,2,2,3,4,2,1,2,1,4,2,2,4,4,4,0,5.575,38.514,56.724,6,NA,0,0,13.718,0,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,10.639,145.13,146.213,32,2,NA,62,2,NA,5,100,2,4,NA,62,1,1
"22",22,2020-08-24 06:44:13,100,943,1,2,3,2,2,4,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,4,NA,9.166,9.166,11.467,1,3,NA,1.036,1.858,2.557,2,3,NA,3.099,3.099,3.792,1,1,NA,1.933,3.249,3.973,2,1,NA,38.172,38.172,72.675,1,3,NA,1.463,1.463,4.062,1,3,NA,1.112,1.112,1.853,1,1,NA,1.846,1.846,3.627,1,1,NA,5.497,5.497,6.309,1,1,NA,3.594,3.594,4.373,1,1,NA,1.589,2.292,4.345,2,1,NA,3.967,3.967,4.8,1,4,1.695,1.695,2.671,1,NA,2,2.814,2.814,3.598,1,NA,1,NA,5.091,5.835,7.052,2,2,2.828,3.547,3.575,2,NA,2,NA,1.038,1.683,3.023,2,3,NA,53.784,54.616,56.17,2,3,NA,2.512,2.512,3.201,1,4,NA,4.099,4.099,5.241,1,1,NA,1.114,1.114,2.042,1,1,NA,89.053,89.053,90.23,1,4,NA,1.198,1.198,2.265,1,1,NA,1.023,1.023,1.66,1,3,NA,1.693,1.693,2.639,1,4,NA,4.617,4.617,5.487,1,1,NA,3.318,3.318,4.269,1,3,NA,1.93,1.93,3.23,1,2,NA,1.228,4.041,4.995,2,2,2.432,2.432,3.182,1,NA,2,NA,7.453,8.434,9.195,2,1,NA,14.7,14.7,15.951,1,4,1.223,1.223,1.911,1,NA,4,NA,17.705,17.705,18.467,1,3,NA,2.936,2.936,3.774,1,1,NA,5.031,5.031,5.765,1,1,NA,1.718,1.718,2.439,1,4,3,2,2,3,3,3,3,3,3,5,2,3,2,3,3,4,2,5,3,3,0,2.149,2.149,3.91,1,NA,0,0,3.025,0,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,9.272,30.37,31.03,30,2,NA,52,1,NA,3,7,2,4,NA,52,2,1
